						
 	Title	Views	Likes	Comments		
	RỢN NGƯỜI..với lời kể của CỤ ÔNG mắc CĂN BỆNH tâm thần chạy vào rừng sâu trong đêm. Tập 33	"1,188"	70	9		
	Dù cuộc sống đã tốt hơn trước...nhưng người ĐÀN ÔNG không thể giấu được NỖI BUỒN. Tập 32	"2,677"	154	11		
	Hai bé cún được nhặt ở BÃI RÁC đã khôn lớn và mạnh khoẻ bên chủ mới. Tập 31	275	36	2		
	ƯỚC MƠ của người ĐÀN ÔNG nay đã được thực hiện...một MÁI ẤM TÌNH THƯƠNG che NẮNG MƯA. TẬP 30	"6,865"	316	49		
	Người em VẤT VẢ lo từng miếng ăn cho chị mình..sợ chị đi lạc sẽ không gặp lại được nữa. Tập 29	"1,360"	84	10		
	Lời kể RỢN NGƯỜI của CỤ BÀ khi đi lạc trong rừng sâu..Vùng đất có vô số điều bí ẩn. Tập 28	"2,308"	61	4		
	XÓT XA..cô bé nhỏ đi bằng BỐN CHÂN trong suốt nhiều năm vẫn TÍCH CỰC và vui vẻ trong cuộc sống Tập27	"1,424"	74	disabled		
	BẤT NGỜ..BÀ CỤ đi hàng chục cây số mỗi ngày để mang lương thực về cho người con bị bệnh. Tập 26	647	56	10		
	Người ĐÀN ÔNG bị vợ con bỏ mặt..sống CÔ ĐỘC trên núi cùng với động vật.Tập 25	"2,050"	64	2		
	CỤ ÔNG sống trong căn chòi đầy MÙI HÔI đã bị lẫn..và mùa đông lạnh giá đang dần đến với ông. Tập 24	473	28	3		
	BẤT NGỜ..CỤ BÀ chăn bò đứng BẤT ĐỘNG và muốn bỏ bò tháo chạy khi gặp NGƯỜI LẠ. Tập 23	"1,584"	76	10		
	CHÀNG TRAI bị tật hy sinh nhường nơi ấm áp cho em gái ngủ..còn mình phải nằm ở nơi lạnh lẽo. Tập 22	749	52	3		
	KÌ LẠ...người đàn ông sống cô độc trong căn chòi RÁCH NÁT TE TUA. Tập 21	"1,626"	51	7		
	Chàng trai tật bẩm sinh có NGHỊ LỰC sống..ước có phép màu để mẹ được sống lại về bên cạnh mình tập21	383	36	4		
	Đứa trẻ ĐÁNG THƯƠNG...DỊ TẬT vì không được như bao ĐỨA TRẺ khác. Tập 20	"1,246"	49	5		
	CƯU MANG 2 bé cún con ĐÁNG THƯƠNG bị lạc ở BÃI RÁC. Tập 19	445	43	7		
	Đến thăm lại CỤ ÔNG nằm BẤT ĐỘNG sống trong căn nhà đầy MÙI HÔI. Tập18	"1,868"	53	4		
	HÀNH TRÌNH...Đi tìm lại đôi chân để cậu bé thực hiện ƯỚC MƠ của mình. Tập 17	485	37	5		
	Người mẹ lập tức về nhà..khi nghe được câu nói này của con mình. Tập16	"1,434"	45	8		
	CỤ ÔNG lượm phân bò VUI MỪNG nhảy vũ điệu CHÂN SÁO khi nhận được món quà này…Tập 15	"3,241"	53	6		
	Không ngại mưa gió..mang món quà nhỏ bé lên ngọn đồi gặp NGƯỜI PHỤ NỮ sống CÔ ĐỘC một mình. Tập 14	"1,477"	64	4		
	ÔNG CỤ BÀ còn hai mươi nghìn đồng..vẫn sẵn sàng GIÚP ĐỠ và cho cơm ăn. Tập 13	"2,839"	71	3		
	ÔNG CỤ BÀ vui vẻ..vẫn tạo NIỀM VUI cho nhau khi về già.Và chiếc xe đạp lúc mới yêu. Tập 12	"7,297"	86	4		
	CỤ ÔNG nằm BẤT ĐỘNG...trong căn nhà đầy MÙI HÔI và xem chú chó là NGƯỜI VỢ của mình. Tập 11	"8,396"	108	14		
	Mang niềm vui nhỏ bé đến cho ÔNG CỤ vác củi..Và điều BẤT NGỜ là ông rất đông CON CHÁU. Tập 10	"2,784"	63	1		
	Những ĐỨA TRẺ ngây thơ..và căn nhà MƠ ƯỚC. Tập 09	"4,969"	101	5		
	HÀNH TRÌNH...hỗ trợ và thi công ngồi nhà tình thương cho CỤ BÀ sống trong ngôi nhà như CHUỒNG GÀ /08	"3,365"	86	7		
	HỖ TRỢ...và thi công dựng lên căn nhà tình thương cho vợ chồng CỤ BÀ sống trên núi. Tập 07	"4,757"	147	5		
	CẢM ĐỘNG..cậu bé 11 tuổi có MONG ƯỚC là được ăn cá thịt và có một BỮA CƠM cùng với gia đình. Tập 06	890	29	0		
	Tin được không...Hai ÔNG BÀ CỤ sống trong căn nhà RÁCH NÁT TÃ TƠI. Tận cùng của nỗi khổ. Tập 05	"3,073"	35	8		
	Lời kể của cô THIẾU NỮ 20 tuổi..khi một CĂN BỆNH lạ đã cướp đi đứa con đầu lòng của cô ra đi mãi mãi	"1,712"	32	3		
	NỖI KHỔ hiện trên mặt và những giọt NƯỚC MẮT..khi nhắc đến căn bệnh BẨM SINH của bà và đứa cháu thơ.	695	25	2		
	Lần HỨA HẸN đối đáp giữa thơ và nhạc..cùng CỤ ÔNG sống trong căn nhà hoang. Tập 02	"6,222"	91	7		
	CỤ ÔNG với thân hình GẦY GÒ nhỏ bé..Và bó củi nặng trên vai. Tập 01					
